ID,Codigo,Link,Nombre,Descripcion/Obervaciones,Tipo,ProcedenciaOC,EsTratoDirecto,EsCompraAgil,CodigoTipo,CodigoAbreviadoTipoOC,DescripcionTipoOC,codigoEstado,Estado,codigoEstadoProveedor,EstadoProveedor,FechaCreacion,FechaEnvio,FechaSolicitudCancelacion,fechaUltimaModificacion,FechaAceptacion,FechaCancelacion,tieneItems,PromedioCalificacion,CantidadEvaluacion,MontoTotalOC,TipoMonedaOC,MontoTotalOC_PesosChilenos,Impuestos,TipoImpuesto,Descuentos,Cargos,TotalNetoOC,CodigoUnidadCompra,RutUnidadCompra,UnidadCompra,CodigoOrganismoPublico,OrganismoPublico,sector,ActividadComprador,CiudadUnidadCompra,RegionUnidadCompra,PaisUnidadCompra,CodigoSucursal,RutSucursal,Sucursal,CodigoProveedor,NombreProveedor,ActividadProveedor,ComunaProveedor,RegionProveedor,PaisProveedor,Financiamiento,PorcentajeIva,Pais,TipoDespacho,FormaPago,CodigoLicitacion,Codigo_ConvenioMarco,IDItem,codigoCategoria,Categoria,codigoProductoONU,NombreroductoGenerico,RubroN1,RubroN2,RubroN3,EspecificacionComprador,EspecificacionProveedor,cantidad,UnidadMedida,monedaItem,precioNeto,totalCargos,totalDescuentos,totalImpuestos,totalLineaNeto,Forma de Pago,Year,Month
43220751,3693-3-SE21,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3693-3-SE21,CAMIONES PICK UP GRAN COMPRA,"ADQUISICIÓN DE DOS CAMIONES PICK UP, CONVENIO MARCO 2239-4-LR17, ID PRODUCTO 1622026. PROCESO PROVENIENTE DE GRAN COMPRA ID 56406.",SE,Proveniente de convenio marco,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,2021-01-05,2021-01-05,2021-01-05,2021-01-05,2021-01-07,,1,"4,90666666666667",15,"219081,737",USD,"155756163,594488","34979,437",IVA,0,0,"184102,3",4613,69.061.700-5,Departamento SECPLA,116298,I MUNICIPALIDAD DE EL QUISCO,Municipalidades,,El Quisco,Región de Valparaíso ,CL,28028.0,96.918.300-5,DIFOR CHILE SOCIEDAD ANONIMA,28060.0,DIFOR CHILE SOCIEDAD ANONIMA,VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTO,San Pedro de La Paz,Región del Biobío ,Chile,29.03,19,CL,12,2.0,,,114652643.0,25101500.0,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos para pasajeros,25101507.0,Camiones ligeros o vehículos de deporte de utilida,Vehículos y equipamiento en general,Vehículos motorizados,Vehículos para pasajeros,"ADQUISICIÓN DE CAMIONES PICK UP ID CONVENIO MARCO 1622026, DE ACUERDO A TÉRMINOS Y CONDICIONES DE GRAN COMPRA ID 56406.",,2,Unidad no definida,USD,,0,0,0.0,"184102,3",30 dias contra la recepcion conforme de la factura,2021,1
43227592,4956-2-CM21,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=4956-2-CM21,"CM ADQUISICIÓN DE CAMIONETA HYUNDAI PORTER 2.5 PARA TRANSPORTE DE PERSONAL, MAQUINARIA Y HERRAMIENTAS USO DIRECCIÓN DE OPERACIONES Y EMERGENCIAS - SP 89O DOE","O de C según SP 890 DOE.
Deberá Ingresar  Factura  al Portal de Mis Pagos de Mercado Público indicando número de O de C y  al correo finanzas@renca.cl",CM,Proveniente de convenio marco,No,No,9,CM,Convenio Marco,6,Aceptada,4,Aceptada,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-08,,1,"4,34838709677419",62,17886414,CLP,17886414,2855814,IVA,0,0,15030600,5870,69.071.200-8,SECPLAN,87185,I MUNICIPALIDAD DE RENCA,Municipalidades,GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA,Renca,Región Metropolitana de Santiago,CL,32636.0,79.649.140-k,Automotores Gildemeister CAMIONES,32413.0,AUTOMOTORES GILDEMEISTER SPA,REPARACION OTROS TIPOS DE MAQUINARIA Y EQUIPOS DE ,Pudahuel,Región Metropolitana de Santiago,Chile,SP-890,19,CL,12,2.0,,2239-4-LR17,114670889.0,25101500.0,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos para turismo,25101503.0,Automóviles,Vehículos y equipamiento en general,Vehículos motorizados,Vehículos para turismo,(1670491 )CAMIONETA HYUNDAI PORTER 2.5 CRDI 6M/T GL DC 2AB 2021 1672491,(1670491) CAMIONETA HYUNDAI PORTER 2.5 CRDI 6M/T GL DC 2AB 2021; Código:  ; Región: RM; Monto por unidad a pagar por despacho: $0,1,,CLP,15030600.0,0,0,0.0,15030600,30 dias contra la recepcion conforme de la factura,2021,1
43269210,2656-13-CM21,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2656-13-CM21,2239-4-LR17 CM Adq y Arriendo a Largo Plazo de Vehículos,Orden de Compra generada desde carro compras,CM,Proveniente de convenio marco,No,No,9,CM,Convenio Marco,6,Aceptada,4,Aceptada,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,,1,"4,34838709677419",62,17653200,CLP,17653200,2818578,IVA,0,0,14834622,3645,69.150.100-0,Dirección de Administración y Finanzas,98443,I MUNICIPALIDAD DE TOME,Municipalidades,OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.,Tomé,Región del Biobío ,CL,32636.0,79.649.140-k,Automotores Gildemeister CAMIONES,32413.0,AUTOMOTORES GILDEMEISTER SPA,REPARACION OTROS TIPOS DE MAQUINARIA Y EQUIPOS DE ,Pudahuel,Región Metropolitana de Santiago,Chile,35642,19,CL,12,2.0,,2239-4-LR17,114799955.0,25101500.0,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos para turismo,25101503.0,Automóviles,Vehículos y equipamiento en general,Vehículos motorizados,Vehículos para turismo,(1670175 )SEDÁN HYUNDAI VERNA CB 1.4 MT PLUS 2021 1672175,(1670175) SEDÁN HYUNDAI VERNA CB 1.4 MT PLUS 2021; Código:  ; Región: VIII; Monto por unidad a pagar por despacho: $0,2,,CLP,7417311.0,0,0,0.0,14834622,30 dias contra la recepcion conforme de la factura,2021,1
43270735,3759-1-SE21,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3759-1-SE21,ADQUISICION AMBULANCIA DEPARTAMENTO DE SALUD,DAR CUMPLIMIENTO A COTIZACION EN VIRTUD DE ID 1562112,SE,Proveniente de convenio marco,No,No,8,SE,Sin emisión automática,6,Aceptada,4,Aceptada,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,,1,"4,4",2,57810200,CLP,57810200,9230200,IVA,0,0,48580000,4679,69.130.400-0,Municipalidad de Yerbas Buenas,116738,Ilustre Municipalidad de Yerbas Buenas,Municipalidades,Servicios,Yerbas Buenas,Región del Maule ,CL,38859.0,96.981.470-6,CONVERSIONES SAN JOSE - Vehículos Especiales,38323.0,CONVERSIONES SAN JOSE LIMITADA,VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTO,Santiago,Región Metropolitana de Santiago,Chile,2903000,19,CL,7,2.0,,,114804083.0,25101700.0,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos de emergencia,25101703.0,Ambulancias,Vehículos y equipamiento en general,Vehículos motorizados,Vehículos de emergencia,,EMPRESA DE VENTA DE VEHICULOS DE EMERGENCIA,1,Unidad no definida,CLP,48580000.0,0,0,0.0,48580000,30 dias contra la recepcion conforme de la factura,2021,1
43271247,3793-1-CM21,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3793-1-CM21,2239-4-LR17 CM Adq y Arriendo a Largo Plazo de Vehículos,Orden de Compra generada desde carro compras,CM,Proveniente de convenio marco,No,No,9,CM,Convenio Marco,6,Aceptada,4,Aceptada,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,,1,5,1,47500000,CLP,47500000,7584034,IVA,0,0,39915966,4713,69.090.400-4,Salud,116750,I MUNICIPALIDAD DE NANCAGUA,Municipalidades,ADMINISTRACION PUBLICA,Nancagua,Región del Libertador General Bernardo O´Higgins,CL,264818.0,76.821.750-5,TMG,259362.0,TECHNOLOGY MOTOR GROUP SA,VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTO,Pudahuel,Región Metropolitana de Santiago,Chile,2152903000000000,19,CL,12,2.0,,2239-4-LR17,114805483.0,25101700.0,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos de emergencia,25101703.0,Ambulancias,Vehículos y equipamiento en general,Vehículos motorizados,Vehículos de emergencia,(1562112 )AMBULANCIAS - 4X2 AEB  1563996,"(1562112) AMBULANCIAS - 4X2 AEB ; Código: ; Región: VI; Monto por unidad a pagar por despacho: $0; FORD TRANSIT 12,4 m3(1)
",1,,CLP,39915966.0,0,0,0.0,39915966,30 dias contra la recepcion conforme de la factura,2021,1
43272543,697202-1-CM21,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=697202-1-CM21,VEHICULO INSTITUCIONAL,"Primera opción: color Gris Especial, 
Segunda opción: Gris titanio
Tercera Opción: Azul oscuro metalizado
",CM,Proveniente de convenio marco,No,No,9,CM,Convenio Marco,6,Aceptada,4,Aceptada,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-05-25,,1,"4,03333333333333",12,22550600,CLP,22550600,3600516,IVA,0,0,18950084,697202,61.935.400-1,FR VALPARAISO,224060,MINISTERIO PUBLICO,Legislativo y judicial,GOBIERNO CENTRAL,Valparaíso,Región de Valparaíso ,CL,39850.0,94.141.000-6,Dercosa,39256.0,DERCO S.P.A,VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES (IMPOR,Quilicura,Región Metropolitana de Santiago,Chile,93684,19,CL,12,2.0,,2239-4-LR17,114808827.0,25101500.0,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos para turismo,25101503.0,Automóviles,Vehículos y equipamiento en general,Vehículos motorizados,Vehículos para turismo,(1668847 )SUV MAZDA CX-5 2.5L GT AWD AUT 2021 1670847,(1668847) SUV MAZDA CX-5 2.5L GT AWD AUT 2021; Código: KN5LLBH; Región: V; Monto por unidad a pagar por despacho: $0,1,,CLP,18950084.0,0,0.0,0.0,18950084,30 dias contra la recepcion conforme de la factura,2021,1
43282072,2448-38-CM21,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2448-38-CM21,MINIBUS ALG SERVICIO SALUD,"Orden de Compra generada desde carro compras
CON CARGO A CONVENIO AGL SERVICIO DE SALUD",CM,Proveniente de convenio marco,No,No,9,CM,Convenio Marco,6,Aceptada,4,Aceptada,2021-01-18,2021-01-20,2021-01-20,2021-01-20,2021-02-03,,1,"4,64444444444444",9,24319749,CLP,24319749,3882985,IVA,0,0,20436764,3440,69.040.300-5,Departamento de Salud,87901,I MUNICIPALIDAD DE COQUIMBO,Municipalidades,GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA| ESTABLECIMIENTOS DE ENSENANZA PRIMARIA,Coquimbo,Región de Coquimbo ,CL,824156.0,96.889.440-4,Mediterraneo Automotores SA,27979.0,MEDITERRANEO AUTOMOTORES S A,"VENTA, ARRIENDO, MANTENCION DE VEHICULOS",Ñuñoa,Región Metropolitana de Santiago,Chile,215-29-03,19,CL,12,2.0,,2239-4-LR17,114831587.0,25101500.0,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos para turismo,25101501.0,Minibuses,Vehículos y equipamiento en general,Vehículos motorizados,Vehículos para turismo,(1670789 )MINIBUS HYUNDAI H-1 TQ MB 2.5 CRDI MT 12S FL 2021 1672789,(1670789) MINIBUS HYUNDAI H-1 TQ MB 2.5 CRDI MT 12S FL 2021; Código:  ; Región: IV; Monto por unidad a pagar por despacho: $862364,1,,CLP,19574400.0,862364,0,0.0,21299128,30 dias contra la recepcion conforme de la factura,2021,1
43293206,3489-3-CM21,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3489-3-CM21,2239-4-LR17 CM Adq y Arriendo a Largo Plazo de Vehículos,Orden de Compra generada desde carro compras,CM,Proveniente de convenio marco,No,No,9,CM,Convenio Marco,6,Aceptada,4,Aceptada,2021-01-20,2021-01-20,2021-01-20,2021-01-20,2021-01-20,,1,"4,93684210526316",19,36430601,CLP,36430601,5816651,IVA,0,0,30613950,4410,69.190.400-8,Secplac,114924,I MUNICIPALIDAD DE NUEVA IMPERIAL,Municipalidades,"GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA| EDUCACION EXTRAESCOLAR (ESCUELA DE CONDUCCION, MUSICA, MODELAJE, ETC)",Nueva Imperial,Región de la Araucanía ,CL,26569.0,91.502.000-3,Salinas y Fabres S.A.,26778.0,SALINAS Y FABRES SOCIEDAD ANONIMA,VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES (IMPOR,Santiago,Región Metropolitana de Santiago,Chile,215-29-03,19,CL,12,2.0,,2239-4-LR17,114861321.0,25101500.0,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos para turismo,25101503.0,Automóviles,Vehículos y equipamiento en general,Vehículos motorizados,Vehículos para turismo,(1670356 )CAMIONETA TOYOTA HILUX 2.8L SR CD 4X4 2021 1672356,(1670356) CAMIONETA TOYOTA HILUX 2.8L SR CD 4X4 2021; Código:  ; Región: IX; Monto por unidad a pagar por despacho: $0,1,,CLP,24479496.0,0,0,0.0,24479496,30 dias contra la recepcion conforme de la factura,2021,1
43295992,3468-3-CM21,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3468-3-CM21,"ADQUISICION DE CAMIONETA PARA EL DEPARTAMENTO DE EDUCACION, IMCH",Orden de Compra generada desde carro compras,CM,Proveniente de convenio marco,No,No,9,CM,Convenio Marco,12,Recepcion Conforme,7,Recepcion Conforme,2021-01-21,2021-01-21,2021-01-21,2021-01-21,2021-01-29,,1,"4,93684210526316",19,3e+07,CLP,3e+07,4789916,IVA,0,0,25210084,4389,69.120.300-k,DEPTO. DE EDUCACION,7501,Ilustre Municipalidad de Chanco,Municipalidades,"ACTIVIDADES DE CONTABILIDAD, TENEDURIA DE LIBROS Y AUDITORIA| GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA",Chanco,Región del Maule ,CL,26569.0,91.502.000-3,Salinas y Fabres S.A.,26778.0,SALINAS Y FABRES SOCIEDAD ANONIMA,VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES (IMPOR,Santiago,Región Metropolitana de Santiago,Chile,SOLICITUD N° 11 CUENTA 29.03 VEHICULOS,19,CL,12,2.0,,2239-4-LR17,114869086.0,25101500.0,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos para turismo,25101503.0,Automóviles,Vehículos y equipamiento en general,Vehículos motorizados,Vehículos para turismo,(1694994 )CAMIONETA NISSAN NAVARA CD  LE AT 4X4 2021 1694994,(1694994) CAMIONETA NISSAN NAVARA CD  LE AT 4X4 2021; Código:  ; Región: VII; Monto por unidad a pagar por despacho: $0,1,,CLP,25210084.0,0,0,0.0,25210084,30 dias contra la recepcion conforme de la factura,2021,1
43300317,5890-18-CM21,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=5890-18-CM21,CAMIONETAS 4X4 - PFS,"CAMIONETAS 4X4 DE ALTA CILINDRADA, EN EL MARCO DE LA EJECUCIÓN DEL PLAN FRONTERA SEGURA 2019.",CM,Proveniente de convenio marco,No,No,9,CM,Convenio Marco,12,Recepcion Conforme,7,Recepcion Conforme,2021-01-21,2021-01-28,2021-01-28,2021-01-28,2021-01-28,,1,5,1,"183944785,5",CLP,"183944785,5","29369335,5",IVA,0,0,154575450,304848,60.506.000-5,JENANCO,111880,POLICIA DE INVESTIGACIONES DE CHILE,FFAA,GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA,Independencia,Región Metropolitana de Santiago,CL,590468.0,76.281.300-9,AUTOMOTORA MELHUISH SPA,1166738.0,AUTOMOTORA MELHUISH SPA ,VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTO,Las Condes,Región Metropolitana de Santiago,Chile,32,19,CL,12,2.0,,,114881397.0,25101500.0,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos para turismo,25101503.0,Automóviles,Vehículos y equipamiento en general,Vehículos motorizados,Vehículos para turismo,(1670545) CAMIONETA CHEVROLET SILVERADO CC LT TB 5.3L L 2021 1672545,"(1670545) CAMIONETA CHEVROLET SILVERADO CC LT TB 5.3L L 2021; Código:  ;Región : RM
",5,,CLP,30915090.0,0,0,0.0,154575450,30 dias contra la recepcion conforme de la factura,2021,1
