ID,Codigo,Link,Nombre,Descripcion/Obervaciones,Tipo,ProcedenciaOC,EsTratoDirecto,EsCompraAgil,CodigoTipo,CodigoAbreviadoTipoOC,DescripcionTipoOC,codigoEstado,Estado,codigoEstadoProveedor,EstadoProveedor,FechaCreacion,FechaEnvio,FechaSolicitudCancelacion,fechaUltimaModificacion,FechaAceptacion,FechaCancelacion,tieneItems,PromedioCalificacion,CantidadEvaluacion,MontoTotalOC,TipoMonedaOC,MontoTotalOC_PesosChilenos,Impuestos,TipoImpuesto,Descuentos,Cargos,TotalNetoOC,CodigoUnidadCompra,RutUnidadCompra,UnidadCompra,CodigoOrganismoPublico,OrganismoPublico,sector,ActividadComprador,CiudadUnidadCompra,RegionUnidadCompra,PaisUnidadCompra,CodigoSucursal,RutSucursal,Sucursal,CodigoProveedor,NombreProveedor,ActividadProveedor,ComunaProveedor,RegionProveedor,PaisProveedor,Financiamiento,PorcentajeIva,Pais,TipoDespacho,FormaPago,CodigoLicitacion,Codigo_ConvenioMarco,IDItem,codigoCategoria,Categoria,codigoProductoONU,NombreroductoGenerico,RubroN1,RubroN2,RubroN3,EspecificacionComprador,EspecificacionProveedor,cantidad,UnidadMedida,monedaItem,precioNeto,totalCargos,totalDescuentos,totalImpuestos,totalLineaNeto,Forma de Pago,Year,Month
47361047,2483-1516-CM22,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2483-1516-CM22,Orden de Compra generada por la Gran Compra: 66431,"GRAN COMPRA ""ADQUISICIÓN DE 10 CAMIONETAS PARA LA DIRECCIÓN DE SEGURIDAD PÚBLICA Y COMUNITARIA""
Decreto Alcaldicio E. N°258, Aprueba Acuerdo Complementario de Gran Compra
ENVIAR FACTURA: facturacionmunicipal@quilicura.cl
",CM,Proveniente de convenio marco,No,No,9,CM,Convenio Marco,6,Aceptada,4,Aceptada,2022-12-29,2023-01-30,2023-01-30,2023-01-30,2023-02-01,,1,5,1,142942800,CLP,142942800,22822800,IVA,0,0,120120000,3475,69.071.300-4,DEPARTAMENTO COMPRAS PÚBLICAS,88313,I MUNICIPALIDAD DE QUILICURA,Municipalidades,GOBIERNO CENTRAL| MUNICIPALIDADES,Quilicura,Región Metropolitana de Santiago,CL,772552.0,76.245.828-4,PORSCHE CHILE SPA,1370525.0,PORSCHE CHILE SPA.,DISTRIBUCION DE VEHÍCULOS AUTOMOTORES Y REPUESTOS,Las Condes,Región Metropolitana de Santiago,Chile,.,19,CL,7,2.0,,2239-5-LR21,126296932,25101500.0,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos para pasajeros,25101507.0,SUV o todo terrenos,Vehículos y equipamiento en general,Vehículos motorizados,Vehículos para pasajeros,(1848003) CAMIONETA VOLKSWAGEN SAVEIRO DOBLE CABINA MACROZONA METROPOLITANA 2022 1848003,"(1848003) CAMIONETA VOLKSWAGEN SAVEIRO DOBLE CABINA MACROZONA METROPOLITANA 2022; Código:  ;Región : RM
",10,,CLP,12012000.0,0,0,0.0,120120000,30 dias contra la recepcion conforme de la factura,2023,1
47372412,623663-1-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=623663-1-SE23,Arriendo de Vehículo Juan Pablo Payero FC 22486,"""Documento emitido para ser rendido en el D-18 del 2021 de 
la Subsecretaría de Energía""",SE,Proveniente de convenio marco,No,No,8,SE,Sin emisión automática,6,Aceptada,4,Aceptada,2023-01-03,2023-01-25,2023-01-03,2023-01-25,2023-01-30,,1,"4,56",5,"225637,09",CLP,"225637,09","36026,09",IVA,0,0,189611,623663,65.030.848-4,Agencia Chilena de Eficiencia Energética,1224636,AGENCIA CHILENA DE EFICIENCIA ENERGETICA,"Gob. Central, Universidades",Fundación sin fines de lucro,Providencia,Región Metropolitana de Santiago,CL,885735.0,77.225.200-5,SALFA RENT COPIAPO,18616.0,ARRENDADORA DE VEHICULOS S.A.,"Arriendo de Vehículos, Leasing Operativo",Copiapó,Región de Atacama ,Chile,20222477,19,CL,7,2.0,,,126321116,78111800.0,"Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera",78111808.0,Arriendo de vehículos,"Servicios de transporte, almacenaje y correo",Transporte de pasajeros,Transporte de pasajeros por carretera,"Juan Pablo Payero 
FC 22486","N° 109726 
Juan Pablo Payero 
FC 22486
",3,Día,CLP,57985.0,15656,0,0.0,205267,30 dias contra la recepcion conforme de la factura,2023,1
47373670,2408-1-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2408-1-SE23,ARRIENDO DE 20 CAMIONETAS MES DICIEMBRE 2022,"SERVICIO ARRIENDO DE CAMIONETA MES DE DICIEMBRE  2022, CONTACTO DON LUIS MARIQUEO, FONO 43 2 408683, INGRESAR FACTURA EN CORREO FACTURAELECTRONICA@LOSANGELES.CL",SE,Proveniente de convenio marco,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,2023-01-03,2023-01-05,2023-01-03,2023-01-06,2023-01-07,,1,"4,56",5,"14201856,865",CLP,"14201856,865","2267523,365",IVA,0,0,"11934333,5",3400,69.170.100-K,IMUNI_LOSANGELES ADQUISICIONES,87187,I MUNICIPALIDAD DE LOS ANGELES,Municipalidades,GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA,Los Angeles,Región del Biobío ,CL,17884.0,77.225.200-5,ARRENDADORA DE VEHICULOS S.A.,18616.0,ARRENDADORA DE VEHICULOS S.A.,VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTO,Alhué,Región Metropolitana de Santiago,Chile,2152209003003,19,CL,7,2.0,,,126323856,78111800.0,"Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera",78111808.0,Arriendo de vehículos,"Servicios de transporte, almacenaje y correo",Transporte de pasajeros,Transporte de pasajeros por carretera,"SERVICIO DE ARRIENDO DE 20 CAMIONETAS MES DE DICIEMBRE 2022( 340 UF) VALOR UF $ 35.100,98)","SERVICIO DE ARRIENDO DE 20 CAMIONETAS MES DE  DICIEMBRE 2022( 340 UF) VALOR UF  $ 35.100,98))",1,Unidad,CLP,,0,0,0.0,"11934333,5",30 dias contra la recepcion conforme de la factura,2023,1
47390733,1057472-96-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1057472-96-SE23,GRAN COMPRA ARRIENDO DE VEHICULOS ID 57064	,"GRAN COMPRA ARRIENDO DE VEHICULOS ID 57064 TRALADO DE PACIENTES
MES DE DICIEMBRE 2022",SE,Proveniente de convenio marco,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,2023-01-06,2023-01-09,2023-01-06,2023-01-06,2023-01-11,,1,"4,64444444444444",9,9998975,CLP,9998975,1596475,IVA,0,0,8402500,1057472,61.980.320-5,Bienes y Servicios,1379869,HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA,Salud,Servicio Público,Maipú,Región Metropolitana de Santiago,CL,824156.0,96.889.440-4,Mediterraneo Automotores SA,27979.0,MEDITERRANEO AUTOMOTORES S A,"VENTA, ARRIENDO, MANTENCION DE VEHICULOS",Ñuñoa,Región Metropolitana de Santiago,Chile,,19,CL,12,39.0,,,126371121,78111800.0,"Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera",78111808.0,Arriendo de vehículos,"Servicios de transporte, almacenaje y correo",Transporte de pasajeros,Transporte de pasajeros por carretera,"SERVICIO DE TRASLADO DE PACIENTES
MOVILES PATENTE LFSW 17 - LFTB 48 - LFSW 14 - LFSV 82 - LCXR 44","SERVICIO DE TRASLADO DE PACIENTES 
MES DE DICIEMBRE 2022",5,Unidad no definida,CLP,1680500.0,0.0,0,0.0,8402500,"Otro, Ver Instrucciones",2023,1
47393396,623663-10-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=623663-10-SE23,Arriendo de Vehículo Makarena Leal FC 22463,"Es obligatorio indicar en la factura lo siguiente: ""Documento emitido para ser rendido en el D-85 del 2022 de la Subsecretaría de Energía""",SE,Proveniente de convenio marco,No,No,8,SE,Sin emisión automática,6,Aceptada,4,Aceptada,2023-01-06,2023-01-06,2023-01-06,2023-01-06,2023-01-09,,1,4,39,"109206,3",CLP,"109206,3","17436,3",IVA,0,0,91770,623663,65.030.848-4,Agencia Chilena de Eficiencia Energética,1224636,AGENCIA CHILENA DE EFICIENCIA ENERGETICA,"Gob. Central, Universidades",Fundación sin fines de lucro,Providencia,Región Metropolitana de Santiago,CL,83468.0,96.565.580-8,CIA DE LEASING TATTERSALL S A - Valdivia,72470.0,CIA DE LEASING TATTERSALL S A,VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTO,Pudahuel,Región Metropolitana de Santiago,Chile,20230024,19,CL,7,2.0,,,126378277,78111800.0,"Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera",78111808.0,Arriendo de vehículos,"Servicios de transporte, almacenaje y correo",Transporte de pasajeros,Transporte de pasajeros por carretera,"Makarena Leal
FC 22463","N°Reserva 844989
Makarena Leal
FC 22463",3,Día,CLP,23790.0,20400.0,0,0.0,112170,30 dias contra la recepcion conforme de la factura,2023,1
47393663,623663-11-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=623663-11-SE23,Arriendo de Vehículo MEN Francisco Merino,"Es obligatorio indicar en la factura lo siguiente: ""Documento emitido para ser rendido en la Subsecretaría de Energía""",SE,Proveniente de convenio marco,No,No,8,SE,Sin emisión automática,6,Aceptada,4,Aceptada,2023-01-06,2023-01-06,2023-01-06,2023-01-06,2023-01-07,,1,"4,56",5,85204,CLP,85204,13604,IVA,0,0,71600,623663,65.030.848-4,Agencia Chilena de Eficiencia Energética,1224636,AGENCIA CHILENA DE EFICIENCIA ENERGETICA,"Gob. Central, Universidades",Fundación sin fines de lucro,Providencia,Región Metropolitana de Santiago,CL,885735.0,77.225.200-5,SALFA RENT COPIAPO,18616.0,ARRENDADORA DE VEHICULOS S.A.,"Arriendo de Vehículos, Leasing Operativo",Copiapó,Región de Atacama ,Chile,20230026,19,CL,7,2.0,,,126378881,78111800.0,"Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera",78111808.0,Arriendo de vehículos,"Servicios de transporte, almacenaje y correo",Transporte de pasajeros,Transporte de pasajeros por carretera,MEN Francisco Merino,"N° Reserva 108655
MEN Francisco Merino",2,Día,CLP,32844.0,5912.0,0,0.0,77512,30 dias contra la recepcion conforme de la factura,2023,1
47420600,1333-1-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1333-1-SE23,Mantención 30.000 km Vehículo Institucional Mazda,Mantención 30.000 km Vehículo Institucional Mazda PCDK 37,SE,Proveniente de convenio marco,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,2023-01-12,2023-01-24,2023-01-12,2023-01-24,2023-01-28,,1,"4,03333333333333",12,"248638,6",CLP,"248638,6","39698,6",IVA,0,0,208940,2329,61.941.900-6,Defensoría Regional II Región,7034,DEFENSORIA PENAL PUBLICA,"Gob. Central, Universidades",GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA,Antofagasta,Región de Antofagasta ,CL,39850.0,94.141.000-6,Dercosa,39256.0,DERCO S.P.A,VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES (IMPOR,Quilicura,Región Metropolitana de Santiago,Chile,63,19,CL,7,2.0,,,126451416,78180100.0,"Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Mantención o reparación de vehículos",78180101.0,Reparación y pintura carrocerías,"Servicios de transporte, almacenaje y correo",Servicios de mantención o reparaciones de transportes,Mantención o reparación de vehículos,Mantención 30.000 km,MANTENCION PREVENTIVA VEHICULO LIVIANO Y MEDIANO,1,Unidad no definida,CLP,208940.0,0,0,0.0,208940,30 dias contra la recepcion conforme de la factura,2023,1
47479585,1057473-30-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1057473-30-SE23,Gran Compra Petróleo ID 62546,"Petróleo mes de Febrero
No se procederá al pago si O/C no es aceptada. Factura deberá ser entregada en Oficina de Partes del SAMU ubicada en Nueva Bueras #176. Enviar factura en formato PDF a correo ""dipresrecepcion@custodium.com"". ",SE,Proveniente de convenio marco,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,2023-01-23,2023-01-25,2023-01-24,2023-01-24,2023-01-31,,1,4,126,2e+07,CLP,2e+07,0,Exento,0,0,2e+07,1057473,61.999.030-7,Bienes y Servicios,1549752,Centro Metropolitano de Atención Prehospitalaria,Salud,Servicio Público,Santiago,Región Metropolitana de Santiago,,26526.0,99.520.000-7,COPEC S.A.,26741.0,COPEC S.A.,VENTA AL POR MAYOR DE COMBUSTIBLES LIQUIDOS| VENTA,Las Condes,Región Metropolitana de Santiago,Chile,55,0,,12,48.0,,,126618716,78180300.0,"Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Combustible para vehículos de transporte, estacionamiento y otros servicios de apoyo",78180301.0,Bencineras o bombas de bencina,"Servicios de transporte, almacenaje y correo",Servicios de mantención o reparaciones de transportes,"Combustible para vehículos de transporte, estacionamiento y otros servicios de apoyo","ESTACIÓN DE SERVICIO DIESEL - REGIÓN METROPOLITANA
DESCUENTO PESOS POR LITRO FEBRERO","ESTACIÓN DE SERVICIO DIESEL - REGIÓN METROPOLITANA
DESCUENTO PESOS POR LITRO FEBRERO",1,Global,CLP,20000000.0,0,0,0.0,2e+07,,2023,1
47486547,918434-14-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=918434-14-SE23,D382 CAMBIO DE NEUMATICO VEHICULO MINISTRA HZSK-47,segun cotizacion recibida,SE,Proveniente de convenio marco,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,2023-01-24,2023-01-25,2023-01-24,2023-01-26,2023-01-25,,1,0,0,127330,CLP,127330,20330,IVA,0,0,107000,918434,61.980.680-8,MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO,1512218,MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO,"Gob. Central, Universidades",ADMINISTRACIÓN PÚBLICA,Santiago,Región Metropolitana de Santiago,CL,1178400.0,77.329.658-8,JCA SPA,1767054.0,COMERCIALIZADORA JCA SPA,TERMINACION Y ACABADO DE EDIFICIOS,La Florida,Región Metropolitana de Santiago,Chile,162,19,CL,12,2.0,,,126639180,25172500.0,Vehículos y equipamiento en general / Componentes para vehículos en general / Neumáticos y cámaras de neumáticos,25172504.0,Neumáticos para camionetas o automóviles,Vehículos y equipamiento en general,Componentes para vehículos en general,Neumáticos y cámaras de neumáticos,,CONTACTO: MATIAS OPAZO 9 34544685,1,Global,CLP,107000.0,0,0,0.0,107000,30 dias contra la recepcion conforme de la factura,2023,1
47514552,623663-32-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=623663-32-SE23,Arriendo de Vehículo FC 23022 Ivan Baeza  ,"""Documento emitido para ser rendido en el D-46 del 2022 de la 
Subsecretaría de Energía""",SE,Proveniente de convenio marco,No,No,8,SE,Sin emisión automática,6,Aceptada,4,Aceptada,2023-01-30,2023-01-30,2023-01-30,2023-01-30,2023-01-31,,1,"4,72916666666667",48,"54375,86",CLP,"54375,86","8681,86",IVA,0,0,45694,623663,65.030.848-4,Agencia Chilena de Eficiencia Energética,1224636,AGENCIA CHILENA DE EFICIENCIA ENERGETICA,"Gob. Central, Universidades",Fundación sin fines de lucro,Providencia,Región Metropolitana de Santiago,CL,24267.0,83.547.100-4,Autorentas del Pacífico SA - Valdivia,24629.0,AUTORENTAS DEL PACIFICO SPA,ALQUILER DE AUTOS Y CAMIONETAS SIN CHOFER,Valdivia,Región de Los Ríos,Chile,20230281,19,CL,7,2.0,,,126724857,78111800.0,"Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera",78111808.0,Arriendo de vehículos,"Servicios de transporte, almacenaje y correo",Transporte de pasajeros,Transporte de pasajeros por carretera,"Ivan Baeza 
FC 23022 ","N° Reserva 1797510 
Ivan Baeza 
FC 23022 ",2,Día,CLP,11770.0,22154.0,0,0.0,67848,30 dias contra la recepcion conforme de la factura,2023,1
